datetime,gFx,gFy,gFz,wx,wy,wz,Azimuth,Pitch,Roll,Bx,By,Bz
2023-05-10 19:21:48+00:00,0.0012311475409836061,-0.08221967213114753,1.094316393442623,0.2520245901639344,0.0909295081967213,-0.13625573770491803,279.395031147541,4.184834426229508,-1.3911983606557377,17.397000000000002,6.4618,-48.4316
2023-05-10 19:21:52+00:00,0.007257,-0.09936075000000001,0.9809428750000001,-0.017139625000000002,-0.004640499999999999,0.0075723750000000044,283.75277750000004,5.2570165,0.49691250000000003,15.56825225,9.529298,-48.779351500000004
2023-05-10 19:21:56+00:00,-0.012919451371571073,-0.10731072319201994,1.0047869077306733,-0.00987194513715711,-0.011541396508728182,0.03223703241895262,283.85845885286784,5.012513840399003,-1.4716359102244387,19.186660099750622,9.157605985037407,-48.010103241895266
2023-05-10 19:22:00+00:00,0.003327057356608479,-0.050305486284289276,0.993708728179551,0.0304286783042394,0.007740274314214463,-0.05143965087281795,282.584536159601,2.413709102244389,-0.17793341645885286,14.804563092269326,5.464428678304239,-47.377148379052365
2023-05-10 19:22:04+00:00,-0.01503225,-0.05383037500000001,0.99886025,-0.011886,0.0114985,-0.0119505,288.36358674999997,2.2621203750000003,-0.778399875,18.3033245,6.87264125,-47.02442725
2023-05-10 19:22:08+00:00,-0.05561394169835234,-0.040025855513307985,1.019324968314322,0.011617363751584281,-0.008649683143219266,0.021127376425855514,286.2945325728771,1.8486400506970848,-3.1220343472750316,18.998523447401777,5.174686438529784,-46.60234550063371
2023-05-10 19:22:12+00:00,-0.039689707750952985,-0.018190470139771285,0.9914696315120712,-0.004192757306226177,-0.007399237611181703,0.008357433290978399,285.180758068615,0.5785443456162642,-2.537792630241423,18.310138246505716,4.917793646759848,-47.37694053367217
2023-05-10 19:22:16+00:00,-0.031263300492610835,-0.03277549261083744,1.0084747536945813,0.002344827586206895,0.007874753694581283,-0.047093103448275865,286.3868816502463,1.560636330049261,-2.209177709359606,17.44633054187192,5.71305566502463,-46.84959261083744
2023-05-10 19:22:20+00:00,-0.012741094147582697,-0.038370737913486004,0.9845623409669211,0.00534592875318066,-0.012649745547073795,-0.014018829516539438,291.69818842239187,1.9685945292620866,-0.7841508905852418,16.723949363867685,7.89206513994911,-47.70575623409669
2023-05-10 19:22:24+00:00,0.015568703241895262,-0.08895847880299253,1.0051195760598504,0.04874438902743142,-0.0099998753117207,0.4534285536159601,190.10460498753116,2.709808354114713,2.7683183291770574,-2.815005486284289,-2.3964177057356606,-49.620366334164586
2023-05-10 19:22:28+00:00,-0.017066541822721597,-0.02008589263420724,1.014656054931336,0.007610486891385764,0.004434082397003745,-0.013201123595505616,144.23321423220975,0.3954816479400749,-1.1693514357053683,-5.7077265917602995,-7.539462921348314,-48.46365468164794
2023-05-10 19:22:32+00:00,-0.005544154228855721,-0.027429975124378107,0.9821820895522388,-0.00898992537313433,0.006347885572139305,-0.016586318407960196,140.48820460199005,0.9356292288557214,-0.3493398009950249,-6.806674378109453,-6.963453482587065,-48.41703532338308
2023-05-10 19:22:36+00:00,-0.031079262086513994,-0.056980407124681935,1.0168296437659035,-0.008952417302798983,0.009729643765903307,0.019540203562340968,135.33110356234099,2.9674318066157763,-1.3326013994910941,-7.137589821882951,-4.125245292620865,-48.803833842239186
2023-05-10 19:22:40+00:00,-0.03435822942643391,-0.0507359102244389,0.9854832917705736,0.033420573566084785,-0.004336159600997506,-0.012114463840399003,139.8049987531172,2.3728940149625934,-1.8256466334164587,-4.087197755610973,-4.976596009975062,-49.3934493765586
2023-05-10 19:22:44+00:00,0.020518181818181817,-0.005346699875466997,1.0041362391033624,-0.016135118306351184,-0.005048069738480698,0.027995516811955164,144.5125206724782,-0.4423973848069738,0.2963937733499377,-4.769789788293898,-8.248005230386052,-50.57828293897883
2023-05-10 19:22:48+00:00,0.05503151364764269,-0.09721004962779156,0.9848460297766749,0.024765136476426797,-0.02960210918114144,-0.43704863523573206,262.16784392059554,3.1844995037220842,2.4515549627791566,12.91468387096774,7.252400496277915,-54.90092332506204
2023-05-10 19:22:52+00:00,0.03262696629213483,-0.03835268414481898,1.0052169787765293,-0.02152234706616729,0.007291385767790259,-0.038004993757802745,282.31308401997507,-0.5675128589263421,1.803785518102372,15.88636479400749,1.2569960049937579,-52.37397553058677
2023-05-10 19:22:56+00:00,-0.008040251572327045,-0.03177496855345912,0.9981749685534591,0.004063018867924529,0.019992201257861636,0.02835182389937107,283.81285031446544,1.650353962264151,-0.12824993710691823,17.65037685534591,3.7917446540880504,-50.08729182389937
2023-05-10 19:23:00+00:00,-0.027369899244332495,-0.042611838790931986,0.9972139798488665,0.012236020151133502,0.01014382871536524,-0.010962090680100756,282.34062191435765,2.4565636020151134,-1.3462958438287154,18.50283652392947,4.199058690176322,-49.909616120906804
2023-05-10 19:23:04+00:00,-0.008141287878787878,-0.0604760101010101,1.0093691919191918,0.0031487373737373757,0.03216237373737374,-0.375517803030303,269.90026262626264,3.28326452020202,-1.343444696969697,15.21869898989899,14.735335606060605,-49.28202323232323
2023-05-10 19:23:08+00:00,-0.04731045510455104,-0.014809102091020909,0.9846530135301353,-0.00966359163591636,0.020482779827798277,-0.015924108241082414,322.1727167281673,0.9034525215252153,-2.7918038130381304,7.286941451414514,27.325463960639606,-49.31459089790898
2023-05-10 19:23:12+00:00,-0.031283723797780515,-0.021423427866831074,1.0033208384710235,0.007078051787916151,-0.033290135635018495,0.00034882860665844817,354.92425672009864,0.10072638717632552,-1.7470180024660913,5.18256300863132,26.47612108508015,-48.69839852034525
2023-05-10 19:23:16+00:00,0.06714312267657993,-0.0504548946716233,1.004210408921933,-0.003708674101610908,-0.020658736059479557,-0.0031018587360594784,215.00711561338292,2.6572940520446093,3.745373110285006,-3.159784882280049,28.608485997521687,-46.914351672862445
2023-05-10 19:23:20+00:00,0.04533852657004831,-0.06856364734299517,0.980636231884058,-0.016061352657004827,0.004745048309178743,0.014739613526570048,57.17679335748792,3.0826259661835747,2.6079989130434784,-2.373386231884058,30.294220772946858,-43.22551352657005
2023-05-10 19:23:24+00:00,0.035092638036809815,-0.04388343558282209,1.0127435582822086,0.015871779141104297,-0.005360981595092025,-0.015308588957055214,111.95301349693253,1.8633025766871165,1.604793128834356,1.0895872392638037,29.155275582822085,-48.44039190184049
2023-05-10 19:23:28+00:00,0.07106755126658625,-0.06519626055488541,0.9947428226779252,0.049825452352231604,0.015226417370325691,0.4135344993968637,219.2320107358263,0.9980749095295537,6.435190349819059,4.296784077201448,16.22333630880579,-49.8325261761158
2023-05-10 19:23:32+00:00,0.0016316350710900475,-0.038233530805687206,1.0002138625592418,0.004986729857819904,-0.013363981042654028,-0.002127251184834125,274.9579048578199,1.764904739336493,0.39599063981042654,15.724643601895735,4.855007345971564,-48.329909715639815
2023-05-10 19:23:36+00:00,0.007290610328638498,-0.060885093896713614,1.0008761737089202,-0.020893544600938965,0.010825938967136151,0.00016924882629108036,274.70581044600937,2.6705830985915493,0.6095776995305164,15.770876995305162,5.519211267605634,-48.10338286384976
2023-05-10 19:23:40+00:00,-0.024371411625148283,-0.06725100830367735,1.0021784104389087,0.04556405693950178,0.0144858837485172,-0.024148042704626334,285.5017518386714,3.511725622775801,-1.594199169632266,18.488716488730724,9.427589798339264,-47.44148730723606
2023-05-10 19:23:44+00:00,0.008315933412604042,-0.039107966706302025,0.9870898929845422,-0.037239476813317476,-0.007584542211652795,-0.06144946492271106,294.0245615933413,1.7985902497027348,0.5811567181926278,16.449850416171223,10.595054458977408,-48.380412841854934
2023-05-10 19:23:48+00:00,-0.032877023809523814,-0.0660195238095238,1.008705,0.015175,0.006238095238095236,0.034786785714285715,289.6276672619048,3.0906751190476194,-1.8600360714285715,18.757180476190477,10.373325952380952,-47.15343571428571
2023-05-10 19:23:52+00:00,-0.037363020214030915,-0.03563055885850178,0.9995444708680142,0.003829845422116526,-0.01660023781212842,0.025123186682520813,289.4115661117717,1.6228322235434007,-1.8338161712247323,18.19394268727705,8.598156718192628,-47.40352794292509
2023-05-10 19:23:56+00:00,-0.040806035502958575,-0.020019881656804732,0.9885244970414201,0.0065493491124260375,0.00392224852071006,-0.021827100591715977,288.3055175147929,0.28842106508875737,-2.5110884023668643,19.273300118343194,7.143728047337278,-47.0559775147929
2023-05-10 19:24:00+00:00,0.015199763872491145,-0.06391074380165289,0.9973608028335301,-0.03467225501770956,-0.024794332939787483,-0.0006288075560802842,291.76291416765054,3.1687696576151123,0.7034086186540732,16.48207036599764,10.578595513577332,-48.34360188902007
2023-05-10 19:24:04+00:00,-0.014361185006045949,-0.07668391777509069,1.0040428053204353,0.023264328899637244,0.023240749697702536,-0.017996251511487305,294.46325743651755,4.123029020556227,-1.034252116082225,17.692596372430472,12.355162756952842,-47.70064280532043
2023-05-10 19:24:08+00:00,-0.048476309523809526,-0.0339377380952381,0.983320119047619,-0.014057142857142857,0.005242023809523811,0.04655226190476191,287.58234166666665,1.648894880952381,-2.984771428571429,18.645390714285714,8.000004761904762,-46.43902404761905
2023-05-10 19:24:12+00:00,-0.041259589867310015,-0.06069252110977081,1.0027767189384802,-0.005899758745476475,-0.006840772014475271,0.053949095295536785,275.6410819059107,2.851475874547648,-2.4803820265379977,17.555726417370327,5.067724004825091,-46.76954620024125
2023-05-10 19:24:16+00:00,-0.037946967895362664,-0.07594316290130797,1.0089939357907254,0.003697978596908444,-0.005425326991676575,-0.05109024970273484,279.94797467300833,3.686442687277051,-1.8096637336504162,18.944409512485137,6.951243757431629,-47.6169916765755
2023-05-10 19:24:20+00:00,-0.03433947681331748,-0.09268145065398335,0.987015338882283,-0.0051495838287752655,-0.01074768133174792,0.010314030915576693,281.8337082045184,5.04727824019025,-2.104144114149822,18.639409512485138,8.036898692033294,-46.98421640903686
2023-05-10 19:24:24+00:00,0.008254285714285714,-0.09178285714285714,0.9863844047619048,0.003712380952380953,0.010558928571428572,0.05940857142857143,279.9181913095238,4.887752976190476,0.4931515476190476,16.669005238095238,6.952939761904762,-47.86221214285714
2023-05-10 19:24:28+00:00,0.018120902612826603,-0.046725296912114016,0.9991616389548693,-0.005327553444180524,-0.00389893111638955,-0.03549263657957245,278.8189665083135,2.0280919239904986,0.8809636579572446,15.827891686460807,4.8921710213776715,-48.41777197149643
2023-05-10 19:24:32+00:00,-0.0349179548156956,-0.09786741973840665,0.9970348394768134,0.016031747919143875,0.00492294887039239,-0.015678359096313915,280.8204579072533,4.113192390011891,-2.1043343638525567,17.58661189060642,6.813068965517242,-47.44832413793103
2023-05-10 19:24:36+00:00,-0.03712992874109264,-0.12461638954869358,0.9876956057007126,-0.016377909738717344,0.007470546318289787,-0.017416152019002373,280.8497774346793,4.547058076009501,-1.1139028503562947,18.10338004750594,8.689790498812352,-47.63210356294537
2023-05-10 19:24:40+00:00,-0.022703191489361705,-0.13423912529550827,0.9940552009456264,-0.03435366430260047,-0.02060141843971631,-0.002327423167848699,287.0886808510638,3.6060390070921984,-0.25702340425531917,17.6600768321513,9.98754586288416,-46.80284846335697
2023-05-10 19:24:44+00:00,-0.036630796670630204,-0.1772973840665874,0.9816103448275862,0.041540665873959576,0.004099524375743163,0.04342889417360285,286.2223755053508,5.103393816884661,-1.2124934601664685,18.57788727705113,10.828508204518432,-46.519862068965516
2023-05-10 19:24:48+00:00,-0.037758293838862554,0.04487156398104265,1.0066322274881516,0.014994905213270142,0.020417417061611372,-0.05720947867298578,288.1468674170616,-4.701486492890996,-1.4929182464454975,18.8124,1.7134784360189572,-46.694560426540285
2023-05-10 19:24:52+00:00,-0.017789667458432305,-0.12584465558194774,0.958829216152019,-0.0202271971496437,0.012207482185273158,0.004160926365795728,288.621107719715,4.719391448931116,-0.5416748218527315,17.59399382422803,9.66299406175772,-47.64807078384798
